c_reviews,label
"hey amrit 
thank you for rating our cafe see you again ",1
"one of the best vegetarian options in an affordable price bracket
there are different types of vegetarian dishes you can see around you devil physically show you the dishes served in a plate ",-1
berhampur citys one of the oldest hotel serving peoples very good quality food after twenty years yesterday i have visited evening hours for tiffin now managed by his son young man takeing care as per need of the hours also online delivery available sharing few photos for to know the prices of everything brackfast to dinner,1
"one of the favourite spots for dosa lovers in berhampur

a little bit pricey ",1
once upon a time this place is serving best dosa of berhampur but now its taste is deteriorating while the prices goes up the behaviour of the person on the counter is also changed as the goodwill is made ,1
"food is very authenticdelicious and tasty
service is good but they charge extra for chutney rs 
food items are very costly as compared to other breakfast centres near by
the atmosphere is very compact ",0
delicious and tasty breakfast destination of berhampur famous for dosa,1
"cooks need to be hygienic
dont recommend this place",-1
one of best hotel for breakfast food is good  little over priced and small place ,1
hotel indrapuri is a standout choice for those exploring giri market the chief highlight is its prime location offering convenient access to the bustling market the hotels hospitality is commendable providing a comfortable stay with ,1
price is haigh compare to other hotel taste is also ok not that much goog very congestive place had breakfast there i will prefer not to visit again there,1
mustly try dosa  this hotel is best for dosa  but samosa taste not well   highly recomended  only for dosa and rasgulla ,1
try different varieties of dosa and veg biryani here too delicious,1
tasty food i felt a bit expensive rest is nice,1
very bad test   dont visit     this is very bad  test in berhampur,-1
"breakfast and tiffins tastes good
must try 
 any butter masala dosa ",1
it was one of the popular south indian tiffin hotel however its business growth is not so satisfactory over the years it has compromised with its quality and taste in a stiff competitive hotel industry with its peers it has to improve quality food and upgrade its hotel infrastructure,1
very bad experience i ordered rawa dosa but it was served  unproperly cooked and not in presentable condition,-1
"previously its south indian food was so yummy and as compared to other restaurant that time a can give him  star
but presently quality and taste of food need to improve more
i also gave my feedback to owner during in my last visit",1
"it was my good experience as compair with dalama restaurant
berhampur dalama restaurant charges me rs but food they serve cold even after complaining twice to owenr ",-1
at first glance you wouldnt want to go to this hotel but trust me the the taste of breakfast is way better than most of the hotel in berhampur i tried you rawa masala dosa and masala upma both were delicious must try one disadvantage is it has bit less space for sitting,1
here u can try the butter masala dosa,0
i love the currychatnisambarbada that i was served but rawa dosa was ok type  sitting arrangement is a little congested,1
very bad taste of veg biryani the biryani was allmost expired,-1
a very famous hotel for tiffin the food offered here are very delicious yes the butter dosa is its most liked dish other dishes are also delicious it is situated at sanabazar though it is a small hotel but quality wise superb,1
the food here was so delecious as it wete in my childhood daysthe taste is something thats getting tastier as day passes byyou must try its tiffin and luch dishes once in your life time when youre in brahampur  ,0
